,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A065660,æ»∆Æ∑Œ¡®,20210827,453903,-112714,-313627
1,A065660,æ»∆Æ∑Œ¡®,20210826,445454,-104757,-314031
2,A065660,æ»∆Æ∑Œ¡®,20210825,446987,-105372,-314145
3,A065660,æ»∆Æ∑Œ¡®,20210824,425802,-77501,-319096
4,A065660,æ»∆Æ∑Œ¡®,20210823,393878,-45897,-319673
5,A065660,æ»∆Æ∑Œ¡®,20210820,438916,-86121,-323279
6,A065660,æ»∆Æ∑Œ¡®,20210819,394404,-45692,-321583
7,A065660,æ»∆Æ∑Œ¡®,20210818,413952,-62561,-324608
8,A065660,æ»∆Æ∑Œ¡®,20210817,432888,-81344,-324930
9,A065660,æ»∆Æ∑Œ¡®,20210813,368159,-32648,-307082
10,A065660,æ»∆Æ∑Œ¡®,20210812,368426,-34945,-305299
11,A065660,æ»∆Æ∑Œ¡®,20210811,390268,-36132,-320732
12,A065660,æ»∆Æ∑Œ¡®,20210810,374638,-15802,-318576
13,A065660,æ»∆Æ∑Œ¡®,20210809,324237,31532,-313735
14,A065660,æ»∆Æ∑Œ¡®,20210806,357887,-3894,-311517
15,A065660,æ»∆Æ∑Œ¡®,20210805,312445,24679,-298671
16,A065660,æ»∆Æ∑Œ¡®,20210804,334126,-1209,-295608
17,A065660,æ»∆Æ∑Œ¡®,20210803,378016,-49740,-291086
18,A065660,æ»∆Æ∑Œ¡®,20210802,359907,-44239,-280796
19,A065660,æ»∆Æ∑Œ¡®,20210730,348916,-52131,-279958
20,A065660,æ»∆Æ∑Œ¡®,20210729,330098,-32776,-279871
21,A065660,æ»∆Æ∑Œ¡®,20210728,377522,-60604,-296323
22,A065660,æ»∆Æ∑Œ¡®,20210727,386451,-61435,-298896
23,A065660,æ»∆Æ∑Œ¡®,20210726,387468,-55389,-298769
24,A065660,æ»∆Æ∑Œ¡®,20210723,360200,-30594,-299551
25,A065660,æ»∆Æ∑Œ¡®,20210722,380376,-54198,-299785
26,A065660,æ»∆Æ∑Œ¡®,20210721,372954,-52363,-292883
27,A065660,æ»∆Æ∑Œ¡®,20210720,374902,-54019,-293735
28,A065660,æ»∆Æ∑Œ¡®,20210719,372442,-50987,-294679
29,A065660,æ»∆Æ∑Œ¡®,20210716,361895,-42107,-295196
30,A065660,æ»∆Æ∑Œ¡®,20210715,383730,-49053,-309681
31,A065660,æ»∆Æ∑Œ¡®,20210714,373377,-41559,-310825
32,A065660,æ»∆Æ∑Œ¡®,20210713,377713,-44368,-310530
33,A065660,æ»∆Æ∑Œ¡®,20210712,385879,-43354,-318336
34,A065660,æ»∆Æ∑Œ¡®,20210709,387441,-37090,-318703
35,A065660,æ»∆Æ∑Œ¡®,20210708,405583,-37477,-336453
36,A065660,æ»∆Æ∑Œ¡®,20210707,416452,-47090,-336438
37,A065660,æ»∆Æ∑Œ¡®,20210706,429086,-61387,-336531
38,A065660,æ»∆Æ∑Œ¡®,20210705,424979,-56483,-336592
39,A065660,æ»∆Æ∑Œ¡®,20210702,425411,-56671,-337012
40,A065660,æ»∆Æ∑Œ¡®,20210701,423481,-54051,-337820
41,A065660,æ»∆Æ∑Œ¡®,20210630,433332,-62628,-338254
42,A065660,æ»∆Æ∑Œ¡®,20210629,446899,-70527,-339734
43,A065660,æ»∆Æ∑Œ¡®,20210628,450273,-72960,-339988
44,A065660,æ»∆Æ∑Œ¡®,20210625,442883,-67777,-340254
45,A065660,æ»∆Æ∑Œ¡®,20210624,432888,-57433,-340573
46,A065660,æ»∆Æ∑Œ¡®,20210623,431912,-59983,-339986
47,A065660,æ»∆Æ∑Œ¡®,20210622,466722,-95205,-336979
48,A065660,æ»∆Æ∑Œ¡®,20210621,422187,-55540,-333515
49,A065660,æ»∆Æ∑Œ¡®,20210618,412325,-50781,-332914
50,A065660,æ»∆Æ∑Œ¡®,20210617,419835,-61302,-332923
51,A065660,æ»∆Æ∑Œ¡®,20210616,461449,-92818,-333007
52,A065660,æ»∆Æ∑Œ¡®,20210615,468770,-114611,-322329
53,A065660,æ»∆Æ∑Œ¡®,20210614,441157,-128695,-306769
54,A065660,æ»∆Æ∑Œ¡®,20210611,455793,-141334,-312766
55,A065660,æ»∆Æ∑Œ¡®,20210610,488129,-176388,-310614
56,A065660,æ»∆Æ∑Œ¡®,20210609,553641,-324293,-229570
57,A065660,æ»∆Æ∑Œ¡®,20210608,574157,-346111,-227914
58,A065660,æ»∆Æ∑Œ¡®,20210607,523466,-325178,-198681
59,A065660,æ»∆Æ∑Œ¡®,20210604,530446,-347314,-185604
60,A065660,æ»∆Æ∑Œ¡®,20210603,496466,-318997,-181573
61,A065660,æ»∆Æ∑Œ¡®,20210602,513030,-334374,-182819
62,A065660,æ»∆Æ∑Œ¡®,20210601,474686,-320841,-156992
63,A065660,æ»∆Æ∑Œ¡®,20210531,439159,-299203,-142092
64,A065660,æ»∆Æ∑Œ¡®,20210528,427459,-289245,-139328
65,A065660,æ»∆Æ∑Œ¡®,20210527,394831,-256584,-139369
66,A065660,æ»∆Æ∑Œ¡®,20210526,389130,-243851,-146591
67,A065660,æ»∆Æ∑Œ¡®,20210525,391341,-257992,-134651
68,A065660,æ»∆Æ∑Œ¡®,20210524,348897,-214174,-130539
69,A065660,æ»∆Æ∑Œ¡®,20210521,335403,-201160,-130319
70,A065660,æ»∆Æ∑Œ¡®,20210520,328342,-198353,-126567
71,A065660,æ»∆Æ∑Œ¡®,20210518,334320,-203472,-126451
72,A065660,æ»∆Æ∑Œ¡®,20210517,330936,-194824,-131615
73,A065660,æ»∆Æ∑Œ¡®,20210514,328577,-186995,-132913
74,A065660,æ»∆Æ∑Œ¡®,20210513,321415,-181211,-133115
75,A065660,æ»∆Æ∑Œ¡®,20210512,302512,-168943,-128923
76,A065660,æ»∆Æ∑Œ¡®,20210511,295800,-165688,-126098
77,A065660,æ»∆Æ∑Œ¡®,20210510,246614,-134371,-108399
78,A065660,æ»∆Æ∑Œ¡®,20210507,249867,-136175,-108663
79,A065660,æ»∆Æ∑Œ¡®,20210506,260691,-146487,-109175
80,A065660,æ»∆Æ∑Œ¡®,20210504,246593,-140218,-101321
81,A065660,æ»∆Æ∑Œ¡®,20210503,245941,-134710,-106175
82,A065660,æ»∆Æ∑Œ¡®,20210430,184114,-72900,-106485
83,A065660,æ»∆Æ∑Œ¡®,20210429,158233,-49671,-103070
84,A065660,æ»∆Æ∑Œ¡®,20210428,161271,-52992,-102508
85,A065660,æ»∆Æ∑Œ¡®,20210427,156772,-52021,-99491
86,A065660,æ»∆Æ∑Œ¡®,20210426,162439,-55919,-100848
87,A065660,æ»∆Æ∑Œ¡®,20210423,126546,-30520,-90640
88,A065660,æ»∆Æ∑Œ¡®,20210422,122721,-67128,-73792
89,A065660,æ»∆Æ∑Œ¡®,20210421,78639,-53117,-16491
90,A065660,æ»∆Æ∑Œ¡®,20210420,69011,-55322,-2786
91,A065660,æ»∆Æ∑Œ¡®,20210419,72178,-70042,8714
92,A065660,æ»∆Æ∑Œ¡®,20210416,58199,-62195,15454
93,A065660,æ»∆Æ∑Œ¡®,20210415,52000,-55782,13848
94,A065660,æ»∆Æ∑Œ¡®,20210414,28784,-59379,18652
95,A065660,æ»∆Æ∑Œ¡®,20210413,56473,-44524,-20518
96,A065660,æ»∆Æ∑Œ¡®,20210412,52136,-9216,-32920
97,A065660,æ»∆Æ∑Œ¡®,20210409,42954,-3658,-29955
98,A065660,æ»∆Æ∑Œ¡®,20210408,79402,-41133,-27770
99,A065660,æ»∆Æ∑Œ¡®,20210407,78296,-37116,-29575
100,A065660,æ»∆Æ∑Œ¡®,20210406,74868,-33464,-29753
101,A065660,æ»∆Æ∑Œ¡®,20210405,59876,-21117,-29100
102,A065660,æ»∆Æ∑Œ¡®,20210402,47258,-6253,-31139
103,A065660,æ»∆Æ∑Œ¡®,20210401,53798,-9125,-35057
104,A065660,æ»∆Æ∑Œ¡®,20210331,58890,-12085,-37174
105,A065660,æ»∆Æ∑Œ¡®,20210330,46688,-1587,-35092
106,A065660,æ»∆Æ∑Œ¡®,20210329,51922,-5401,-36424
107,A065660,æ»∆Æ∑Œ¡®,20210326,39256,-483,-28684
108,A065660,æ»∆Æ∑Œ¡®,20210325,35629,421,-26961
109,A065660,æ»∆Æ∑Œ¡®,20210324,36299,-1277,-25988
110,A065660,æ»∆Æ∑Œ¡®,20210323,35443,394,-26777
111,A065660,æ»∆Æ∑Œ¡®,20210322,21203,-5978,-5855
112,A065660,æ»∆Æ∑Œ¡®,20210319,17586,-684,-7806
113,A065660,æ»∆Æ∑Œ¡®,20210318,-1352,14145,-4636
114,A065660,æ»∆Æ∑Œ¡®,20210317,-509,14841,-6174
115,A065660,æ»∆Æ∑Œ¡®,20210316,-5256,15515,-3112
116,A065660,æ»∆Æ∑Œ¡®,20210315,6475,6611,-5408
117,A065660,æ»∆Æ∑Œ¡®,20210312,2708,5810,-3990
118,A065660,æ»∆Æ∑Œ¡®,20210311,5726,3822,-2789
